"Intent","Mechanism","Sex","Age Group","Estimated Number","Population","Crude Rate","Age-Adjusted Rate"
"Self-Harm","Inhalation / Suffocation","Males","40 to 44","--","10,998,156","--","--"
"Self-Harm","Inhalation / Suffocation","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Inhalation / Suffocation","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Inhalation / Suffocation","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Inhalation / Suffocation","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Inhalation / Suffocation","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Inhalation / Suffocation","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Inhalation / Suffocation","Males","75 to 79","--","5,166,023","--","--"
"Self-Harm","Inhalation / Suffocation","Males","80 to 84","--","2,996,476","--","--"
"Self-Harm","Inhalation / Suffocation","Females","5 to 9","--","9,848,037","--","--"
"Self-Harm","Inhalation / Suffocation","Females","10 to 14","--","10,166,646","--","--"
"Self-Harm","Inhalation / Suffocation","Females","15 to 19","--","10,778,845","--","--"
"Self-Harm","Inhalation / Suffocation","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Inhalation / Suffocation","Females","25 to 29","--","10,842,462","--","--"
"Self-Harm","Inhalation / Suffocation","Females","30 to 34","--","11,640,867","--","--"
"Self-Harm","Inhalation / Suffocation","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Inhalation / Suffocation","Females","40 to 44","--","10,885,893","--","--"
"Self-Harm","Inhalation / Suffocation","Females","45 to 49","--","9,930,655","--","--"
"Self-Harm","Inhalation / Suffocation","Females","50 to 54","--","10,376,017","--","--"
"Self-Harm","Inhalation / Suffocation","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Inhalation / Suffocation","Females","60 to 64","--","10,910,700","--","--"
"Self-Harm","Inhalation / Suffocation","Females","70 to 74","--","8,324,736","--","--"
"Self-Harm","Inhalation / Suffocation","Females","75 to 79","--","6,221,394","--","--"
"Self-Harm","Inhalation / Suffocation","Unknown","10 to 14","--","--","--","--"
"Self-Harm","Inhalation / Suffocation","Unknown","15 to 19","--","--","--","--"
"Self-Harm","Inhalation / Suffocation","Unknown","20 to 24","--","--","--","--"
"Self-Harm","Inhalation / Suffocation","Unknown","35 to 39","--","--","--","--"
"Self-Harm","Inhalation / Suffocation","Unknown","40 to 44","--","--","--","--"
"Self-Harm","Natural / Environmental","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Overexertion","Males","20 to 24","--","11,126,811","--","--"
"Self-Harm","Overexertion","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Overexertion","Females","10 to 14","--","10,166,646","--","--"
"Self-Harm","Overexertion","Females","15 to 19","--","10,778,845","--","--"
"Self-Harm","Overexertion","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Poisoning","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Poisoning","Males","10 to 14","3,208","10,667,918","30.07","--"
"Self-Harm","Poisoning","Males","15 to 19","11,544","11,296,635","102.19","--"
"Self-Harm","Poisoning","Males","20 to 24","8,603","11,126,811","77.32","--"
"Self-Harm","Poisoning","Males","25 to 29","6,781","11,175,898","60.68","--"
"Self-Harm","Poisoning","Males","30 to 34","7,700","11,883,289","64.80","--"
"Self-Harm","Poisoning","Males","35 to 39","6,813","11,364,080","59.95","--"
"Self-Harm","Poisoning","Males","40 to 44","7,338","10,998,156","66.72","--"
"Self-Harm","Poisoning","Males","45 to 49","4,810","9,886,355","48.65","--"
"Self-Harm","Poisoning","Males","50 to 54","4,994","10,300,754","48.48","--"
"Self-Harm","Poisoning","Males","55 to 59","4,676","10,166,391","45.99","--"
"Self-Harm","Poisoning","Males","60 to 64","3,380","10,337,454","32.70","--"
"Self-Harm","Poisoning","Males","65 to 69","1,284","9,125,260","14.07","--"
"Self-Harm","Poisoning","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Poisoning","Males","75 to 79","--","5,166,023","--","--"
"Self-Harm","Poisoning","Males","80 to 84","--","2,996,476","--","--"
"Self-Harm","Poisoning","Males","85+","--","2,283,961","--","--"
"Self-Harm","Poisoning","Females","5 to 9","--","9,848,037","--","--"
"Self-Harm","Poisoning","Females","10 to 14","17,845","10,166,646","175.53","--"
"Self-Harm","Poisoning","Females","15 to 19","35,205","10,778,845","326.62","--"
"Self-Harm","Poisoning","Females","20 to 24","16,576","10,684,361","155.14","--"
"Self-Harm","Poisoning","Females","25 to 29","11,095","10,842,462","102.33","--"
"Self-Harm","Poisoning","Females","30 to 34","11,391","11,640,867","97.86","--"
"Self-Harm","Poisoning","Females","35 to 39","9,945","11,142,564","89.25","--"
"Self-Harm","Poisoning","Females","40 to 44","9,497","10,885,893","87.24","--"
"Self-Harm","Poisoning","Females","45 to 49","5,857","9,930,655","58.98","--"
"Self-Harm","Poisoning","Females","50 to 54","7,434","10,376,017","71.65","--"
"Self-Harm","Poisoning","Females","55 to 59","5,453","10,439,866","52.24","--"
"Self-Harm","Poisoning","Females","60 to 64","3,156","10,910,700","28.93","--"
"Self-Harm","Poisoning","Females","65 to 69","3,175","10,025,468","31.67","--"
"Self-Harm","Poisoning","Females","70 to 74","2,227","8,324,736","26.75","--"
"Self-Harm","Poisoning","Females","75 to 79","--","6,221,394","--","--"
"Self-Harm","Poisoning","Females","80 to 84","--","3,984,204","--","--"
"Self-Harm","Poisoning","Females","85+","--","3,911,019","--","--"
"Self-Harm","Poisoning","Unknown","10 to 14","--","--","--","--"
"Self-Harm","Poisoning","Unknown","15 to 19","--","--","--","--"
"Self-Harm","Poisoning","Unknown","20 to 24","--","--","--","--"
"Self-Harm","Poisoning","Unknown","25 to 29","--","--","--","--"
"Self-Harm","Poisoning","Unknown","30 to 34","--","--","--","--"
"Self-Harm","Poisoning","Unknown","35 to 39","--","--","--","--"
"Self-Harm","Poisoning","Unknown","40 to 44","--","--","--","--"
"Self-Harm","Poisoning","Unknown","50 to 54","--","--","--","--"
"Self-Harm","Poisoning","Unknown","60 to 64","--","--","--","--"
"Self-Harm","Struck by /Against","Males","0 to 4","--","9,459,399","--","--"
"Self-Harm","Struck by /Against","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Struck by /Against","Males","10 to 14","2,493","10,667,918","23.37","--"
"Self-Harm","Struck by /Against","Males","15 to 19","2,677","11,296,635","23.70","--"
"Self-Harm","Struck by /Against","Males","20 to 24","1,854","11,126,811","16.66","--"
"Self-Harm","Struck by /Against","Males","25 to 29","1,989","11,175,898","17.80","--"
"Self-Harm","Struck by /Against","Males","30 to 34","2,075","11,883,289","17.46","--"
"Self-Harm","Struck by /Against","Males","35 to 39","1,542","11,364,080","13.57","--"
"Self-Harm","Struck by /Against","Males","40 to 44","--","10,998,156","--","--"
"Self-Harm","Struck by /Against","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Struck by /Against","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Struck by /Against","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Struck by /Against","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Struck by /Against","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Struck by /Against","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Struck by /Against","Males","80 to 84","--","2,996,476","--","--"
"Self-Harm","Struck by /Against","Males","85+","--","2,283,961","--","--"
"Self-Harm","Struck by /Against","Females","5 to 9","--","9,848,037","--","--"
"Self-Harm","Struck by /Against","Females","10 to 14","5,471","10,166,646","53.81","--"
"Self-Harm","Struck by /Against","Females","15 to 19","2,970","10,778,845","27.56","--"
"Self-Harm","Struck by /Against","Females","20 to 24","1,887","10,684,361","17.66","--"
"Self-Harm","Struck by /Against","Females","25 to 29","1,448","10,842,462","13.35","--"
"Self-Harm","Struck by /Against","Females","30 to 34","--","11,640,867","--","--"
"Self-Harm","Struck by /Against","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Struck by /Against","Females","40 to 44","--","10,885,893","--","--"
"Self-Harm","Struck by /Against","Females","45 to 49","--","9,930,655","--","--"
"Self-Harm","Struck by /Against","Females","50 to 54","--","10,376,017","--","--"
"Self-Harm","Struck by /Against","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Struck by /Against","Females","60 to 64","--","10,910,700","--","--"
"Self-Harm","Struck by /Against","Females","70 to 74","--","8,324,736","--","--"
"Self-Harm","Struck by /Against","Females","75 to 79","--","6,221,394","--","--"
"Self-Harm","Struck by /Against","Females","80 to 84","--","3,984,204","--","--"
"Self-Harm","Struck by /Against","Unknown","10 to 14","--","--","--","--"
"Self-Harm","Struck by /Against","Unknown","15 to 19","--","--","--","--"
"Self-Harm","Struck by /Against","Unknown","20 to 24","--","--","--","--"
"Self-Harm","Struck by /Against","Unknown","30 to 34","--","--","--","--"
"Self-Harm","Struck by /Against","Unknown","35 to 39","--","--","--","--"
"Self-Harm","Struck by /Against","Unknown","40 to 44","--","--","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","15 to 19","--","11,296,635","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","20 to 24","--","11,126,811","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","30 to 34","--","11,883,289","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","35 to 39","--","11,364,080","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","40 to 44","--","10,998,156","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","85+","--","2,283,961","--","--"
"Self-Harm","Motor Vehicle Occupant","Males","Unknown","--","--","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","10 to 14","--","10,166,646","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","15 to 19","--","10,778,845","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","25 to 29","--","10,842,462","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","30 to 34","--","11,640,867","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","40 to 44","--","10,885,893","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","45 to 49","--","9,930,655","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","50 to 54","--","10,376,017","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Motor Vehicle Occupant","Females","60 to 64","--","10,910,700","--","--"
"Self-Harm","Motorcyclist","Males","15 to 19","--","11,296,635","--","--"
"Self-Harm","Motorcyclist","Males","35 to 39","--","11,364,080","--","--"
"Self-Harm","Motorcyclist","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Pedestrian","Males","10 to 14","--","10,667,918","--","--"
"Self-Harm","Pedestrian","Males","15 to 19","--","11,296,635","--","--"
"Self-Harm","Pedestrian","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Pedestrian","Males","30 to 34","--","11,883,289","--","--"
"Self-Harm","Pedestrian","Males","35 to 39","--","11,364,080","--","--"
"Self-Harm","Pedestrian","Males","40 to 44","--","10,998,156","--","--"
"Self-Harm","Pedestrian","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Pedestrian","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Pedestrian","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Pedestrian","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Pedestrian","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Pedestrian","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Pedestrian","Females","50 to 54","--","10,376,017","--","--"
"Self-Harm","Other Transportation","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Other Transportation","Males","30 to 34","--","11,883,289","--","--"
"Self-Harm","Other Transportation","Males","35 to 39","--","11,364,080","--","--"
"Self-Harm","Other Transportation","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Other Transportation","Females","10 to 14","--","10,166,646","--","--"
"Self-Harm","Other Transportation","Females","15 to 19","--","10,778,845","--","--"
"Self-Harm","Other Transportation","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Other Specified","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Other Specified","Males","10 to 14","1,218","10,667,918","11.42","--"
"Self-Harm","Other Specified","Males","15 to 19","3,258","11,296,635","28.84","--"
"Self-Harm","Other Specified","Males","20 to 24","2,754","11,126,811","24.75","--"
"Self-Harm","Other Specified","Males","25 to 29","3,031","11,175,898","27.12","--"
"Self-Harm","Other Specified","Males","30 to 34","2,780","11,883,289","23.40","--"
"Self-Harm","Other Specified","Males","35 to 39","2,485","11,364,080","21.87","--"
"Self-Harm","Other Specified","Males","40 to 44","1,828","10,998,156","16.62","--"
"Self-Harm","Other Specified","Males","45 to 49","1,436","9,886,355","14.52","--"
"Self-Harm","Other Specified","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Other Specified","Males","55 to 59","1,558","10,166,391","15.33","--"
"Self-Harm","Other Specified","Males","60 to 64","1,276","10,337,454","12.34","--"
"Self-Harm","Other Specified","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Other Specified","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Other Specified","Males","75 to 79","--","5,166,023","--","--"
"Self-Harm","Other Specified","Males","80 to 84","--","2,996,476","--","--"
"Self-Harm","Other Specified","Females","5 to 9","--","9,848,037","--","--"
"Self-Harm","Other Specified","Females","10 to 14","5,818","10,166,646","57.23","--"
"Self-Harm","Other Specified","Females","15 to 19","7,127","10,778,845","66.12","--"
"Self-Harm","Other Specified","Females","20 to 24","3,604","10,684,361","33.73","--"
"Self-Harm","Other Specified","Females","25 to 29","2,477","10,842,462","22.85","--"
"Self-Harm","Other Specified","Females","30 to 34","1,881","11,640,867","16.16","--"
"Self-Harm","Other Specified","Females","35 to 39","2,752","11,142,564","24.70","--"
"Self-Harm","Other Specified","Females","40 to 44","2,236","10,885,893","20.54","--"
"Self-Harm","Other Specified","Females","45 to 49","1,542","9,930,655","15.53","--"
"Self-Harm","Other Specified","Females","50 to 54","1,254","10,376,017","12.08","--"
"Self-Harm","Other Specified","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Other Specified","Females","60 to 64","--","10,910,700","--","--"
"Self-Harm","Other Specified","Females","65 to 69","--","10,025,468","--","--"
"Self-Harm","Other Specified","Females","70 to 74","--","8,324,736","--","--"
"Self-Harm","Other Specified","Females","75 to 79","--","6,221,394","--","--"
"Self-Harm","Other Specified","Females","80 to 84","--","3,984,204","--","--"
"Self-Harm","Other Specified","Females","85+","--","3,911,019","--","--"
"Self-Harm","Other Specified","Unknown","10 to 14","--","--","--","--"
"Self-Harm","Other Specified","Unknown","15 to 19","--","--","--","--"
"Self-Harm","Other Specified","Unknown","20 to 24","--","--","--","--"
"Self-Harm","Other Specified","Unknown","25 to 29","--","--","--","--"
"Self-Harm","Other Specified","Unknown","30 to 34","--","--","--","--"
"Self-Harm","Unknown / Unspecified","Males","10 to 14","--","10,667,918","--","--"
"Self-Harm","Unknown / Unspecified","Males","15 to 19","--","11,296,635","--","--"
